demand_id,catalog_id,category_id,extra_requirement,desired_price_min,desired_price_max,price_option,quantity,is_substitutable,processed_at,synthetic,source_note,profile_id,generation_parent_id,product_reference,product_name,service_category_key,service_category_name,product_base_facets,expected_facet_profile,scenario_type,data_origin,reference_source,augmentation_method,price_origin,quantity_origin,substitution_origin,taxonomy_version,sampling_seed,generation_status
synthetic-grounded-demand-00011,catalog-seed-2015001201373,health-functional-food:propolis,프로폴리스추출물(원료성)이면서 프로폴리스추출물인 제품으로 부탁해요.,100000,,OVER_100000,3,True,,True,synthetic grounded demand; not observed user demand,profile-PROPOLIS:2015001201373:10,profile-PROPOLIS:2015001201373:10,2015001201373,,health-functional-food:propolis,프로폴리스,{},"{""functional_ingredients"":{""code"":3,""value"":""프로폴리스추출물(원료성)""}}",CONFLICT,SYNTHETIC_GROUNDED,ESCI+xPQA+grounded_demand_v2_1000,PROFILE_TEMPLATE_WITH_REFERENCE_STYLE,MOCK_POLICY,MOCK_POLICY,MOCK_POLICY,v2.1,42,CANDIDATE_NEEDS_LABELING
synthetic-grounded-demand-00012,catalog-seed-20130020008521,health-functional-food:protein,"판토텐산, 비오틴",0,10000.0,UNDER_10000,1,True,,True,synthetic grounded demand; not observed user demand,profile-PROTEIN:20130020008521:11,profile-PROTEIN:20130020008521:11,20130020008521,,health-functional-food:protein,단백질,{},"{""functional_ingredients"":{""code"":4,""value"":""판토텐산, 비오틴""}}",ALIAS_EXPRESSION,SYNTHETIC_GROUNDED,ESCI+xPQA+grounded_demand_v2_1000,PROFILE_TEMPLATE_WITH_REFERENCE_STYLE,MOCK_POLICY,MOCK_POLICY,MOCK_POLICY,v2.1,42,CANDIDATE_NEEDS_LABELING
synthetic-grounded-demand-00013,catalog-seed-201100200015,health-functional-food:red_ginseng,,10000,30000.0,10000_TO_30000,1,True,,True,synthetic grounded demand; not observed user demand,profile-RED_GINSENG:201100200015:12,profile-RED_GINSENG:201100200015:12,201100200015,,health-functional-food:red_ginseng,홍삼·인삼,{},"{""functional_ingredients"":{""code"":3,""value"":""인삼""}}",NO_EXTRA_REQUIREMENT,SYNTHETIC_GROUNDED,ESCI+xPQA+grounded_demand_v2_1000,PROFILE_TEMPLATE_WITH_REFERENCE_STYLE,MOCK_POLICY,MOCK_POLICY,MOCK_POLICY,v2.1,42,CANDIDATE_NEEDS_LABELING
synthetic-grounded-demand-00014,catalog-seed-200400200023786,health-functional-food:skin_collagen,가능하면 감마리놀렌산 함유 유지인 제품으로 부탁해요.,30000,50000.0,30000_TO_50000,1,True,,True,synthetic grounded demand; not observed user demand,profile-SKIN_COLLAGEN:200400200023786:13,profile-SKIN_COLLAGEN:200400200023786:13,200400200023786,,health-functional-food:skin_collagen,피부·콜라겐,{},"{""functional_ingredients"":{""code"":4,""value"":""감마리놀렌산 함유 유지""}}",PARAPHRASE,SYNTHETIC_GROUNDED,ESCI+xPQA+grounded_demand_v2_1000,PROFILE_TEMPLATE_WITH_REFERENCE_STYLE,MOCK_POLICY,MOCK_POLICY,MOCK_POLICY,v2.1,42,CANDIDATE_NEEDS_LABELING
synthetic-grounded-demand-00015,catalog-seed-20230029284223,health-functional-food:theanine_sleep,딸기맛 제품이면 좋겠어요.,100000,,OVER_100000,3,True,,True,synthetic grounded demand; not observed user demand,profile-THEANINE_SLEEP:20230029284223:14,profile-THEANINE_SLEEP:20230029284223:14,20230029284223,,health-functional-food:theanine_sleep,테아닌·수면,{},"{""functional_ingredients"":{""code"":7,""value"":""미강주정추출물""}}",OUT_OF_TAXONOMY,SYNTHETIC_GROUNDED,ESCI+xPQA+grounded_demand_v2_1000,PROFILE_TEMPLATE_WITH_REFERENCE_STYLE,MOCK_POLICY,MOCK_POLICY,MOCK_POLICY,v2.1,42,CANDIDATE_NEEDS_LABELING
synthetic-grounded-demand-00016,catalog-seed-2024002808071,health-functional-food:vitamin_mineral,딸기맛 제품이면 좋겠어요.,100000,,OVER_100000,1,True,,True,synthetic grounded demand; not observed user demand,profile-VITAMIN_MINERAL:2024002808071:15,profile-VITAMIN_MINERAL:2024002808071:15,2024002808071,,health-functional-food:vitamin_mineral,비타민·미네랄,{},"{""functional_ingredients"":{""code"":6,""value"":""칼슘""}}",OUT_OF_TAXONOMY,SYNTHETIC_GROUNDED,ESCI+xPQA+grounded_demand_v2_1000,PROFILE_TEMPLATE_WITH_REFERENCE_STYLE,MOCK_POLICY,MOCK_POLICY,MOCK_POLICY,v2.1,42,CANDIDATE_NEEDS_LABELING
synthetic-grounded-demand-00017,catalog-seed-200400200022525,health-functional-food:blood_sugar_metabolic,,30000,50000.0,30000_TO_50000,2,True,,True,synthetic grounded demand; not observed user demand,profile-BLOOD_SUGAR_METABOLIC:200400200022525:16,profile-BLOOD_SUGAR_METABOLIC:200400200022525:16,200400200022525,,health-functional-food:blood_sugar_metabolic,혈당·대사,{},"{""functional_ingredients"":{""code"":9,""value"":""미숙여주주정추출분말""}}",NO_EXTRA_REQUIREMENT,SYNTHETIC_GROUNDED,ESCI+xPQA+grounded_demand_v2_1000,PROFILE_TEMPLATE_WITH_REFERENCE_STYLE,MOCK_POLICY,MOCK_POLICY,MOCK_POLICY,v2.1,42,CANDIDATE_NEEDS_LABELING
synthetic-grounded-demand-00018,catalog-seed-2020000997266,health-functional-food:dietary_fiber,가르시니아캄보지아추출물은 피하고 싶어요.,100000,,OVER_100000,3,True,,True,synthetic grounded demand; not observed user demand,profile-DIETARY_FIBER:2020000997266:17,profile-DIETARY_FIBER:2020000997266:17,2020000997266,,health-functional-food:dietary_fiber,식이섬유·체중관리,{},"{""functional_ingredients"":{""code"":8,""value"":""가르시니아캄보지아추출물""}}",NEGATION,SYNTHETIC_GROUNDED,ESCI+xPQA+grounded_demand_v2_1000,PROFILE_TEMPLATE_WITH_REFERENCE_STYLE,MOCK_POLICY,MOCK_POLICY,MOCK_POLICY,v2.1,42,CANDIDATE_NEEDS_LABELING
synthetic-grounded-demand-00019,catalog-seed-200700170351276,health-functional-food:eye_health,가능하면 1일 2회인 제품으로 부탁해요.,0,10000.0,UNDER_10000,1,True,,True,synthetic grounded demand; not observed user demand,profile-EYE_HEALTH:200700170351276:18,profile-EYE_HEALTH:200700170351276:18,200700170351276,,health-functional-food:eye_health,눈 건강,{},"{""daily_frequency"":{""code"":2,""value"":""1일 2회""}}",PARAPHRASE,SYNTHETIC_GROUNDED,ESCI+xPQA+grounded_demand_v2_1000,PROFILE_TEMPLATE_WITH_REFERENCE_STYLE,MOCK_POLICY,MOCK_POLICY,MOCK_POLICY,v2.1,42,CANDIDATE_NEEDS_LABELING
synthetic-grounded-demand-00020,catalog-seed-200400151071226,health-functional-food:heart_blood,1일 3회 또는 정도 괜찮아요.,0,10000.0,UNDER_10000,2,True,,True,synthetic grounded demand; not observed user demand,profile-HEART_BLOOD:200400151071226:19,profile-HEART_BLOOD:200400151071226:19,200400151071226,,health-functional-food:heart_blood,혈행·혈압 건강,{},"{""daily_frequency"":{""code"":3,""value"":""1일 3회""}}",MULTI_VALUE_CANDIDATE,SYNTHETIC_GROUNDED,ESCI+xPQA+grounded_demand_v2_1000,PROFILE_TEMPLATE_WITH_REFERENCE_STYLE,MOCK_POLICY,MOCK_POLICY,MOCK_POLICY,v2.1,42,CANDIDATE_NEEDS_LABELING
