case_id,split_candidate,category_id,category_name,extra_requirement,is_substitutable,proposed_expected_status,proposed_expected_mode,proposed_expected_constraints,proposed_expected_preference_groups,scenario_type,grounding_source,generation_reason,candidate_origin,source_reference,existing_test_case_id,parser_exposure,evaluation_partition_candidate,reviewer_status,corrected_expected_status,corrected_expected_mode,corrected_expected_constraints,corrected_expected_preference_groups,proposed_expected_effective_requirement_mode,corrected_expected_effective_requirement_mode,proposed_expected_passthrough_text,corrected_expected_passthrough_text,reviewer_note
part-a-v2-2-013,STANDARD,health-functional-food:eye_health,눈 건강,캡슐 포함 필수로 해주세요,true,PARSED,MUST,"[{""facet_name"":""product_form"",""value_code"":1,""value"":""캡슐"",""constraint_type"":""MUST""}]",[],POSITIVE_NOMINAL_INCLUSION_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,anthropic-NP-013-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-014,STANDARD,health-functional-food:protein,단백질,비오틴은 반드시 포함되어야 합니다,true,PARSED,MUST,"[{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""비오틴"",""constraint_type"":""MUST""}]",[],POSITIVE_NOMINAL_INCLUSION_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,anthropic-NP-014-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-015,STANDARD,health-functional-food:probiotics,유산균·프로바이오틱스,젤리 포함 필수,true,PARSED,MUST,"[{""facet_name"":""product_form"",""value_code"":6,""value"":""젤리"",""constraint_type"":""MUST""}]",[],POSITIVE_NOMINAL_INCLUSION_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,anthropic-NP-015-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-016,STANDARD,health-functional-food:protein,단백질,가능하면 분말이 들어가는 편이 좋겠어요,true,PARSED,PREFER,"[{""facet_name"":""product_form"",""value_code"":1,""value"":""분말"",""constraint_type"":""PREFER""}]",[],POSITIVE_NOMINAL_INCLUSION_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,anthropic-NP-016-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-017,STANDARD,health-functional-food:eye_health,눈 건강,가능하면 루테인 제품도 넣어주시면 좋을 것 같아요.,true,PARSED,PREFER,"[{""facet_name"":""functional_ingredients"",""value_code"":9,""value"":""루테인 제품"",""constraint_type"":""PREFER""}]",[],POSITIVE_NOMINAL_INCLUSION_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,anthropic-NP-017-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-018,STANDARD,health-functional-food:probiotics,유산균·프로바이오틱스,될 수 있으면 1일 2회 제품이면 좋겠어요.,true,PARSED,PREFER,"[{""facet_name"":""daily_frequency"",""value_code"":2,""value"":""1일 2회"",""constraint_type"":""PREFER""}]",[],POSITIVE_NOMINAL_INCLUSION_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,anthropic-NP-018-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-019,STANDARD,health-functional-food:eye_health,눈 건강,"액상은 제외하지 말고, 나머지 다른 형태들도 한번 비교해 봐주세요.",true,REVIEW,NONE,[],[],NEGATED_REMOVAL_ALTERNATIVE_DELIBERATION,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,anthropic-NP-019-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-020,STANDARD,health-functional-food:protein,단백질,"비오틴은 빼지 말고, 그 외 후보들도 같이 따져 봐주세요.",true,REVIEW,NONE,[],[],NEGATED_REMOVAL_ALTERNATIVE_DELIBERATION,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,anthropic-NP-020-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-021,STANDARD,health-functional-food:probiotics,유산균·프로바이오틱스,과립은 제거하지 마세요. 다른 형태들도 함께 검토해 주셨으면 해요.,true,REVIEW,NONE,[],[],NEGATED_REMOVAL_ALTERNATIVE_DELIBERATION,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,anthropic-NP-021-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-022,STANDARD,health-functional-food:protein,단백질,"바는 빼지 말고, 나머지 후보들도 좀 비교해 봐주세요.",true,REVIEW,NONE,[],[],NEGATED_REMOVAL_ALTERNATIVE_DELIBERATION,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,anthropic-NP-022-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-023,STANDARD,health-functional-food:eye_health,눈 건강,"1일 1회는 제외하지 말고, 그 외 옵션들도 한번 따져 봐줘.",true,REVIEW,NONE,[],[],NEGATED_REMOVAL_ALTERNATIVE_DELIBERATION,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,anthropic-NP-023-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-024,STANDARD,health-functional-food:probiotics,유산균·프로바이오틱스,"1일 4회는 빼지 마세요, 다른 횟수 옵션들도 같이 검토해 봐주세요.",true,REVIEW,NONE,[],[],NEGATED_REMOVAL_ALTERNATIVE_DELIBERATION,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,anthropic-NP-024-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-025,STANDARD,health-functional-food:eye_health,눈 건강,환은 제거하지 말고 나머지 다른 형태들도 비교해 봐주세요.,true,REVIEW,NONE,[],[],NEGATED_REMOVAL_ALTERNATIVE_DELIBERATION,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,anthropic-NP-025-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-026,STANDARD,health-functional-food:protein,단백질,분말은 빼지 마세요. 그 외 후보들도 같이 따져 봐주세요.,true,REVIEW,NONE,[],[],NEGATED_REMOVAL_ALTERNATIVE_DELIBERATION,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,anthropic-NP-026-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-027,STANDARD,health-functional-food:probiotics,유산균·프로바이오틱스,"젤리는 제외하지 말고, 다른 후보들도 한번 검토해 봐줘.",true,REVIEW,NONE,[],[],NEGATED_REMOVAL_ALTERNATIVE_DELIBERATION,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,anthropic-NP-027-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-028,STANDARD,health-functional-food:eye_health,눈 건강,"루테인 제품은 빼지 말고, 나머지 다른 후보들도 좀 따져 봐주세요.",true,REVIEW,NONE,[],[],NEGATED_REMOVAL_ALTERNATIVE_DELIBERATION,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,anthropic-NP-028-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-029,STANDARD,health-functional-food:eye_health,눈 건강,"캡슐 제거하지 말고, 캡슐로 반드시 포함해 주세요.",true,PARSED,MUST,"[{""facet_name"":""product_form"",""value_code"":1,""value"":""캡슐"",""constraint_type"":""MUST""}]",[],NEGATED_REMOVAL_SAME_TARGET_FINAL_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,anthropic-NP-029-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-030,STANDARD,health-functional-food:protein,단백질,"비오틴 빼지 말고, 비오틴은 꼭 선택해 주세요.",true,PARSED,MUST,"[{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""비오틴"",""constraint_type"":""MUST""}]",[],NEGATED_REMOVAL_SAME_TARGET_FINAL_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,anthropic-NP-030-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-031,STANDARD,health-functional-food:probiotics,유산균·프로바이오틱스,"젤리는 제거하지 말고, 젤리로 반드시 포함해 주세요.",true,PARSED,MUST,"[{""facet_name"":""product_form"",""value_code"":6,""value"":""젤리"",""constraint_type"":""MUST""}]",[],NEGATED_REMOVAL_SAME_TARGET_FINAL_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,anthropic-NP-031-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-032,STANDARD,health-functional-food:protein,단백질,"분말 빼지 말고, 분말로 꼭 선택해 주세요.",true,PARSED,MUST,"[{""facet_name"":""product_form"",""value_code"":1,""value"":""분말"",""constraint_type"":""MUST""}]",[],NEGATED_REMOVAL_SAME_TARGET_FINAL_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,anthropic-NP-032-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-033,STANDARD,health-functional-food:eye_health,눈 건강,"가능하면 액상이 안 들어간 쪽이 나을 것 같긴 한데, 생각해보니 역시 액상은 꼭 포함돼야 할 것 같아요.",true,PARSED,MUST,"[{""facet_name"":""product_form"",""value_code"":6,""value"":""액상"",""constraint_type"":""MUST""}]",[],NEGATIVE_COMPARATIVE_FINAL_HARD_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,anthropic-NP-033-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-034,STANDARD,health-functional-food:protein,단백질,"될 수 있으면 바 형태가 안 들어간 쪽이 좀 더 나을 것 같긴 했는데, 최종적으로는 바가 반드시 포함되어야 합니다.",true,PARSED,MUST,"[{""facet_name"":""product_form"",""value_code"":8,""value"":""바"",""constraint_type"":""MUST""}]",[],NEGATIVE_COMPARATIVE_FINAL_HARD_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,anthropic-NP-036-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-035,STANDARD,health-functional-food:probiotics,유산균·프로바이오틱스,가능하다면 과립이 안 들어간 쪽이 낫겠어요.,true,REVIEW,NONE,[],[],SOFT_NEGATIVE_COMPARATIVE_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,anthropic-NP-039-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-036,STANDARD,health-functional-food:probiotics,유산균·프로바이오틱스,누가 과립은 무조건 포함 금지라고 했거든요.,true,REVIEW,NONE,[],[],REPORTED_NOMINAL_PROHIBITION_ONLY,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,anthropic-NP-043-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-037,STANDARD,health-functional-food:eye_health,눈 건강,캡슐 포함 필수입니다.,true,PARSED,MUST,"[{""facet_name"":""product_form"",""value_code"":1,""value"":""캡슐"",""constraint_type"":""MUST""}]",[],POSITIVE_NOMINAL_INCLUSION_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-013-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-038,STANDARD,health-functional-food:protein,단백질,비오틴 성분은 반드시 포함되어야 합니다.,true,PARSED,MUST,"[{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""비오틴"",""constraint_type"":""MUST""}]",[],POSITIVE_NOMINAL_INCLUSION_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-014-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-039,STANDARD,health-functional-food:probiotics,유산균·프로바이오틱스,젤리 타입으로 반드시 포함해 주세요.,true,PARSED,MUST,"[{""facet_name"":""product_form"",""value_code"":6,""value"":""젤리"",""constraint_type"":""MUST""}]",[],POSITIVE_NOMINAL_INCLUSION_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-015-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-040,STANDARD,health-functional-food:protein,단백질,가능하면 분말 형태를 포함하는 편이 좋겠습니다.,true,PARSED,PREFER,"[{""facet_name"":""product_form"",""value_code"":1,""value"":""분말"",""constraint_type"":""PREFER""}]",[],POSITIVE_NOMINAL_INCLUSION_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-016-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-041,STANDARD,health-functional-food:eye_health,눈 건강,될 수 있으면 루테인 제품을 포함하는 편이 좋겠습니다.,true,PARSED,PREFER,"[{""facet_name"":""functional_ingredients"",""value_code"":9,""value"":""루테인 제품"",""constraint_type"":""PREFER""}]",[],POSITIVE_NOMINAL_INCLUSION_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-017-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-042,STANDARD,health-functional-food:probiotics,유산균·프로바이오틱스,가능하면 1일 2회 섭취하는 제품으로 구성되는 편이 좋겠어요.,true,PARSED,PREFER,"[{""facet_name"":""daily_frequency"",""value_code"":2,""value"":""1일 2회"",""constraint_type"":""PREFER""}]",[],POSITIVE_NOMINAL_INCLUSION_CONTROL,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-018-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,STRUCTURED,,,,
part-a-v2-2-043,STANDARD,health-functional-food:eye_health,눈 건강,"액상을 제외하지 말고, 그 외의 다른 후보들도 함께 검토해 주세요.",true,REVIEW,NONE,[],[],NEGATED_REMOVAL_ALTERNATIVE_DELIBERATION,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-019-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-044,STANDARD,health-functional-food:protein,단백질,"비오틴을 빼지 말고, 나머지 대안들도 같이 따져 보고 싶습니다.",true,REVIEW,NONE,[],[],NEGATED_REMOVAL_ALTERNATIVE_DELIBERATION,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-020-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
part-a-v2-2-045,STANDARD,health-functional-food:probiotics,유산균·프로바이오틱스,"과립을 제거하지 마시고, 그 외의 제형들도 다양하게 비교해 보았으면 합니다.",true,REVIEW,NONE,[],[],NEGATED_REMOVAL_ALTERNATIVE_DELIBERATION,human-reviewed v042 evaluation fixture,Existing reviewed expression pattern reused as a candidate; approval is pending.,EXISTING_REVIEWED_FIXTURE,tests/demand_constraints/fixtures/v042_approved_eval.csv,gemini-NP-021-1,KNOWN_TO_EXISTING_TESTS,DEV,PENDING_REVIEW,,,,,NONE,,,,
